DATETIME_10M,HOST,CNT
20181103044000,hadoop03,1
20181103072000,hadoop04,1
20181103072000,KVMHost02,8
20181103080000,hadoop02,6
20181102192000,gcs5,3
20181102193000,hadoop04,1
20181102182000,gcs2,3
20181102185000,dn02,1
20181102102000,hadoop01,1
20181103013000,gcs2,3
20181102083000,gcs7,105
20181102085000,gcs7,105
20181102103000,gcs1,4315
20181103092000,gcs4,3
20181102182000,gcs5,3
20181102185000,KVMHost01,1
20181102185000,tsdn-svr1,420
20181102192000,hadoop01,1
20181102120000,hadoop03,6
20181102111000,gcs5,3
20181102113000,hadoop03,1
20181102080000,tsdn-svr1,176
20181102082000,DB-01,1
20181102222000,tsdn-db,146
20181102223000,DB-01,1
20181102211000,hadoop02,1
20181102180000,dn03,6
20181102104000,hadoop03,1
20181103011000,gcs2,3
20181102122000,hadoop01,16
20181102123000,tsdn-db,143
20181102161000,gcs6,3
20181102091000,gcs4,3
20181102093000,tsdn-db,146
20181103082000,gcs7,105
20181103001000,dn03,1
20181103085000,gcs3,3
20181102180000,gcs5,24
20181102184000,tsdn-db,149
20181102105000,hadoop02,1
20181102194000,KVMHost02,8
20181102203000,gcs4,3
20181103065000,gcs6,3
20181103070000,gcs6,27
20181102151000,dn02,1
20181102220000,gcs3,27
20181103071000,dn03,1
20181103004000,hadoop04,1
20181102080000,hadoop03,5
20181103044000,KVMHost01,1
20181103050000,tsdn-db,164
20181103024000,hadoop02,1
20181102115000,gcs2,3
20181102135000,hadoop04,1
20181102192000,gcs3,3
20181103034000,gcs4,3
20181103040000,KVMHost01,6
20181102152000,ans41,46
20181102140000,gcs4,27
20181102142000,ans41,46
20181103013000,dn02,1
20181103090000,gcs5,24
20181102224000,hadoop03,1
20181102225000,KVMHost02,4
20181102084000,tsdn-svr1,72
20181102161000,DB-01,1
20181103061000,gcs7,105
20181103064000,hadoop04,1
20181102215000,gcs1,4329
20181103081000,gcs7,105
20181102135000,dn03,1
20181102174000,gcs1,4325
20181102180000,DB-01,6
20181103010000,gcs6,29
20181103033000,ans41,57
20181102110000,gcs4,27
20181102154000,DB-01,1
20181103091000,KVMHost02,4
20181103091000,dn02,1
20181103041000,gcs3,3
20181103041000,gcs5,3
20181103053000,hadoop01,1
20181103022000,ans41,46
20181102122000,hadoop02,1
20181102130000,hadoop01,6
20181103091000,DB-01,1
20181103020000,gcs4,29
20181103065000,dn03,1
20181102161000,gcs1,4293
20181102164000,gcs2,3
20181102092000,tsdn-db,149
20181103022000,gcs4,3
20181103025000,gcs2,3
20181103080000,gcs5,24
20181102113000,hadoop02,1
20181103085000,gcs5,3
20181102095000,DB-01,1
20181102095000,ans41,46
20181102165000,hadoop03,1
20181103055000,ans41,47
20181102175000,KVMHost02,4
20181102210000,KVMHost02,16
20181102104000,tsdn-svr1,209
20181103033000,gcs7,105
20181103081000,ans41,46
20181102183000,gcs4,3
20181102144000,KVMHost01,1
20181103070000,KVMHost02,16
20181103043000,dn02,1
20181102090000,hadoop01,6
20181102165000,ans41,46
20181102175000,hadoop01,1
20181103055000,gcs3,3
20181103032000,platform2,1435
20181102211000,tsdn-db,146
20181102181000,KVMHost01,1
20181103081000,gcs6,3
20181102195000,hadoop01,1
20181102195000,gcs5,3
20181102192000,dn03,1
20181102211000,gcs2,3
20181102211000,gcs4,3
20181103003000,hadoop01,1
20181102173000,hadoop01,1
20181102173000,platform2,1400
20181102173000,gcs3,3
20181102150000,gcs1,4366
20181102151000,hadoop04,1
20181102151000,KVMHost02,4
20181102154000,tsdn-svr1,211
20181103033000,hadoop02,1
20181103061000,hadoop03,1
20181102221000,gcs5,3
20181102221000,hadoop03,1
20181102225000,dn02,1
20181102230000,gcs5,24
20181102204000,gcs3,3
20181102233000,gcs2,3
20181102114000,platform2,1417
20181102181000,gcs1,4358
20181102133000,dn02,1
20181103032000,gcs7,105
20181103012000,gcs3,3
20181103093000,KVMHost01,1
20181102092000,gcs6,3
20181102204000,ans41,46
20181102232000,tsdn-db,163
20181102234000,KVMHost02,8
20181102174000,gcs7,105
20181102113000,dn03,1
20181102144000,hadoop03,1
20181103074000,dn02,1
20181102082000,dn02,1
20181102164000,gcs5,3
20181103001000,gcs3,3
20181102193000,DB-01,1
20181102194000,KVMHost01,1
20181103001000,platform2,1418
20181102083000,gcs3,3
20181102084000,gcs6,3
20181102093000,hadoop03,1
20181103090000,tsdn-svr1,202
20181103033000,gcs1,4325
20181103040000,DB-01,6
20181103042000,tsdn-svr1,456
20181103044000,gcs3,3
20181103045000,gcs3,3
20181103051000,platform2,1417
20181103053000,gcs6,3
20181103074000,hadoop02,1
20181103075000,hadoop01,1
20181102233000,platform2,1388
20181102234000,dn02,1
20181102101000,KVMHost02,4
20181102103000,tsdn-db,153
20181102105000,gcs2,3
20181102134000,gcs3,3
20181102185000,gcs4,3
20181102193000,tsdn-svr1,10890
20181103060000,gcs3,27
20181103065000,DB-01,1
20181102090000,gcs2,27
20181103005000,dn03,1
20181102161000,hadoop01,1
20181102223000,tsdn-db,154
20181103025000,gcs5,3
20181103012000,gcs6,3
20181103014000,dn03,1
20181102111000,tsdn-db,149
20181102202000,dn02,1
20181102183000,hadoop04,1
20181103034000,gcs3,3
20181103052000,platform2,1418
20181103052000,hadoop02,1
20181103053000,gcs4,3
20181102231000,hadoop04,1
20181102231000,ans41,46
20181102104000,platform2,1418
20181102090000,KVMHost02,16
20181102164000,dn03,1
20181102191000,dn02,1
20181102193000,tsdn-db,146
20181102214000,hadoop03,1
20181102111000,hadoop03,1
20181102115000,hadoop04,1
20181103023000,tsdn-svr1,141
20181103024000,gcs7,105
20181103035000,hadoop04,1
20181102195000,gcs4,3
20181103012000,dn02,1
20181103014000,KVMHost01,1
20181102141000,gcs1,4293
20181102145000,DB-01,1
20181102162000,hadoop03,1
20181102164000,platform2,1418
20181102215000,dn02,1
20181103085000,tsdn-svr1,44
20181102125000,tsdn-db,143
20181102205000,dn03,1
20181102174000,tsdn-svr1,462
20181102233000,hadoop03,1
20181102101000,platform2,1418
20181103071000,platform2,1418
20181103073000,hadoop03,1
20181103092000,gcs5,3
20181102133000,KVMHost01,1
20181103043000,hadoop04,1
20181103050000,hadoop02,6
20181103023000,hadoop04,1
20181102091000,tsdn-svr1,66
20181102143000,hadoop02,1
20181102214000,hadoop01,1
20181102232000,hadoop04,1
20181103001000,hadoop02,1
20181103002000,tsdn-db,158
20181102201000,hadoop04,1
20181102202000,hadoop04,1
20181102085000,dn02,1
20181102101000,dn02,1
20181102105000,KVMHost01,1
20181102135000,gcs2,3
20181102185000,hadoop01,1
20181102190000,hadoop01,6
20181102193000,gcs2,3
20181102125000,hadoop04,1
20181102121000,dn02,1
20181102130000,gcs7,135
20181102091000,hadoop03,1
20181102092000,dn02,1
20181102204000,hadoop01,1
20181103090000,gcs2,27
20181103013000,platform2,1458
20181102105000,dn02,1
20181102183000,hadoop01,1
20181102184000,gcs6,3
20181103081000,gcs3,3
20181103082000,gcs4,3
20181103084000,hadoop01,1
20181102135000,hadoop02,1
20181102173000,gcs4,3
20181103010000,KVMHost02,18
20181103020000,dn02,9
20181102151000,KVMHost01,1
20181103050000,dn03,6
20181102161000,tsdn-db,251
20181102161000,ans41,46
20181102111000,hadoop01,1
20181102111000,gcs2,3
20181102210000,hadoop01,6
20181103022000,gcs3,3
20181103023000,gcs5,3
20181102174000,KVMHost01,1
20181103070000,dn03,6
20181103071000,tsdn-svr1,320
20181103060000,platform2,1412
20181103062000,gcs5,3
20181103064000,dn02,1
20181103012000,gcs2,3
20181102153000,KVMHost02,4
20181102153000,KVMHost01,1
20181102123000,gcs3,3
20181102125000,tsdn-svr1,186
20181103041000,hadoop03,1
20181103042000,gcs2,3
20181103045000,DB-01,1
20181103045000,tsdn-db,160
20181103045000,hadoop01,1
20181102221000,gcs4,3
20181103051000,tsdn-db,160
20181103053000,hadoop03,1
20181102133000,gcs5,3
20181102160000,gcs4,27
20181102163000,hadoop02,1
20181102220000,KVMHost01,6
20181102140000,hadoop02,6
20181103055000,gcs1,4296
20181103055000,gcs7,105
20181102190000,gcs5,24
20181102194000,tsdn-db,149
20181102195000,platform2,1417
20181102135000,tsdn-svr1,272
20181102170000,dn03,6
20181102081000,DB-01,1
20181102085000,gcs4,3
20181102141000,gcs2,3
20181102150000,hadoop04,6
20181102220000,gcs5,24
20181103032000,tsdn-svr1,132
20181103032000,dn02,1
20181103033000,hadoop04,16
20181102231000,tsdn-svr1,194
20181102232000,gcs7,105
20181102110000,tsdn-svr1,211
20181102091000,tsdn-db,143
20181102165000,platform2,1446
20181103092000,gcs2,3
20181102112000,hadoop01,1
20181102115000,tsdn-svr1,117
20181103054000,ans41,46
20181102130000,dn03,6
20181103040000,ans41,59
20181103064000,KVMHost02,8
20181103070000,tsdn-svr1,113
20181103014000,hadoop04,1
20181102111000,hadoop02,1
20181102111000,gcs3,3
20181103071000,gcs2,3
20181102151000,hadoop03,1
20181102141000,gcs5,3
20181102144000,gcs4,3
20181103092000,DB-01,1
20181103035000,gcs6,3
20181102164000,dn02,1
20181102202000,gcs3,3
20181102205000,gcs2,3
20181102171000,gcs5,3
20181102081000,gcs4,3
20181102190000,gcs6,27
20181102194000,gcs2,3
20181103003000,gcs6,3
20181103051000,gcs3,3
20181102101000,tsdn-svr1,58
20181102083000,KVMHost02,4
20181102084000,dn03,1
20181102210000,dn03,6
20181102144000,dn02,1
20181103013000,hadoop02,1
20181102231000,dn02,1
20181102183000,gcs3,3
20181102131000,tsdn-svr1,157
20181102204000,gcs4,3
20181102205000,dn02,1
20181102175000,gcs7,105
20181102175000,platform2,1419
20181102081000,KVMHost02,4
20181102181000,platform2,1418
20181103032000,DB-01,1
20181103012000,dn03,1
20181103013000,hadoop03,1
20181102221000,hadoop02,1
20181102223000,hadoop02,1
20181102121000,hadoop04,1
20181102142000,hadoop02,1
20181102143000,dn02,1
20181102080000,gcs7,84
20181102204000,tsdn-svr1,209
20181102220000,gcs4,27
20181102152000,KVMHost02,8
20181102155000,hadoop03,1
20181103004000,platform2,1417
20181103050000,hadoop01,6
20181102190000,platform2,1412
20181102110000,hadoop04,6
20181103090000,hadoop02,6
20181103075000,KVMHost02,4
20181102111000,dn03,1
20181103025000,dn03,1
20181103085000,KVMHost01,1
20181102121000,dn03,1
20181102123000,hadoop03,1
20181102210000,tsdn-svr1,324
20181102082000,gcs4,3
20181102085000,gcs5,3
20181103040000,hadoop03,6
20181102163000,hadoop01,1
20181103075000,gcs1,4292
20181102192000,platform2,1418
20181102121000,gcs1,4293
20181102121000,hadoop03,1
20181103001000,gcs5,3
20181103004000,gcs6,3
20181102221000,dn03,1
20181102224000,hadoop01,1
20181103051000,gcs5,3
20181102102000,hadoop02,1
20181102102000,tsdn-db,153
20181102103000,gcs2,3
20181102134000,gcs6,3
20181102112000,dn03,1
20181102113000,ans41,46
20181103072000,gcs2,3
20181103045000,dn03,1
20181102160000,gcs1,4399
20181102164000,gcs1,4292
20181102082000,KVMHost01,1
20181102130000,platform2,1412
20181102232000,hadoop02,1
20181102235000,KVMHost02,8
20181102103000,KVMHost01,1
20181103035000,KVMHost02,4
20181103035000,platform2,1417
20181103083000,hadoop01,1
20181102185000,gcs5,3
20181102222000,hadoop03,1
20181103024000,KVMHost01,1
20181103092000,gcs1,4292
20181102141000,tsdn-svr1,86
20181102120000,KVMHost02,16
20181102122000,ans41,46
20181102123000,KVMHost01,1
20181103011000,hadoop03,1
20181103025000,KVMHost02,4
20181103060000,ans41,57
20181102163000,gcs3,3
20181102231000,KVMHost02,4
20181102232000,gcs1,4292
20181103050000,dn02,6
20181103081000,gcs1,4293
20181103081000,KVMHost01,1
20181103083000,gcs7,105
20181102202000,ans41,46
20181102152000,KVMHost01,1
20181102143000,KVMHost02,4
20181103091000,gcs7,105
20181102135000,tsdn-db,149
20181102212000,gcs1,4297
20181102094000,hadoop04,1
20181102120000,gcs6,27
20181103073000,gcs6,3
20181103074000,DB-01,1
20181103061000,gcs5,3
20181103064000,hadoop01,1
20181102171000,gcs4,3
20181102173000,hadoop03,1
20181102135000,ans41,46
20181102210000,hadoop04,6
20181102210000,ans41,57
20181102214000,gcs1,4292
20181102082000,gcs1,4325
20181102084000,hadoop03,1
20181102084000,hadoop04,1
20181102200000,KVMHost02,16
20181102200000,dn03,6
20181102203000,ans41,46
20181102204000,DB-01,1
20181102183000,gcs7,105
20181102195000,gcs7,105
20181103044000,hadoop04,1
20181103045000,gcs1,4296
20181102132000,tsdn-svr1,49
20181102133000,dn03,1
20181102134000,tsdn-db,148
20181102134000,dn02,1
20181102111000,platform2,1417
20181102100000,gcs1,4423
20181102083000,hadoop03,1
20181102121000,DB-01,1
20181102124000,hadoop02,1
20181102103000,hadoop04,1
20181103035000,KVMHost01,1
20181103045000,gcs2,3
20181103022000,DB-01,1
20181102221000,KVMHost01,1
20181102221000,gcs6,3
20181102222000,gcs4,3
20181103051000,gcs7,105
20181102223000,gcs7,105
20181103091000,dn03,1
20181102193000,hadoop03,1
20181102194000,gcs1,4292
20181102090000,gcs3,27
20181103075000,tsdn-svr1,147
20181102175000,hadoop04,1
20181103020000,gcs2,29
20181103032000,gcs5,3
20181103033000,tsdn-svr1,142
20181102152000,gcs5,3
20181102154000,tsdn-db,150
20181102201000,gcs2,3
20181102202000,gcs4,3
20181102181000,tsdn-db,149
20181102113000,gcs5,3
20181103023000,gcs2,3
20181102131000,platform2,1418
20181102195000,dn02,1
20181103082000,gcs6,3
20181102230000,hadoop02,6
20181103033000,gcs4,10
20181103035000,tsdn-db,159
20181102171000,platform2,1418
20181102202000,gcs5,3
20181103020000,platform2,1414
20181102084000,gcs1,4292
20181103045000,KVMHost02,4
20181102091000,ans41,46
20181103052000,gcs2,3
20181103052000,gcs5,3
20181103091000,hadoop03,1
20181102213000,dn03,1
20181102112000,tsdn-db,143
20181102191000,hadoop04,1
20181103003000,dn02,1
20181103010000,gcs7,137
20181102202000,hadoop03,1
20181102171000,tsdn-svr1,142
20181103032000,hadoop03,16
20181103035000,gcs3,3
20181103060000,hadoop01,6
20181102214000,dn02,1
20181103013000,DB-01,1
20181102225000,dn03,1
20181103025000,hadoop03,1
20181102234000,tsdn-db,160
20181102111000,DB-01,1
20181102220000,gcs2,27
20181102175000,gcs6,3
20181102160000,tsdn-db,160
20181102085000,DB-01,1
20181103040000,dn02,6
20181102092000,hadoop01,1
20181103072000,gcs1,4292
20181103001000,KVMHost01,1
20181103004000,KVMHost02,8
20181102190000,hadoop02,6
20181103032000,hadoop04,1
20181102143000,gcs5,3
20181102144000,gcs7,105
20181103054000,gcs3,3
20181102123000,gcs2,5
20181102123000,gcs7,105
20181102151000,DB-01,1
20181102171000,gcs6,3
20181102172000,gcs2,3
20181102202000,gcs7,105
20181102092000,gcs7,105
20181102093000,gcs2,3
20181102094000,gcs2,3
20181102082000,KVMHost02,8
20181102152000,hadoop01,1
20181102213000,platform2,1413
20181102165000,dn03,1
20181102120000,platform2,1412
20181103092000,tsdn-db,155
20181102101000,ans41,46
20181102144000,gcs1,4292
20181102205000,hadoop03,1
20181102210000,hadoop03,6
20181102143000,hadoop04,1
20181103015000,gcs3,3
20181102184000,gcs4,3
20181103030000,gcs7,138
20181103050000,KVMHost02,16
20181102211000,gcs1,4293
20181102215000,gcs4,3
20181103043000,platform2,1407
20181102175000,ans41,46
20181103044000,gcs1,4325
20181102120000,gcs1,4399
20181102142000,gcs3,3
20181102153000,DB-01,1
20181103004000,hadoop02,1
20181103023000,hadoop02,1
20181102174000,hadoop02,1
20181102204000,gcs1,4325
20181103031000,platform2,1426
20181102183000,tsdn-svr1,174
20181103062000,gcs2,3
20181102120000,gcs3,27
20181103075000,KVMHost01,1
20181102093000,KVMHost01,1
20181102152000,gcs2,3
20181103005000,gcs3,3
20181103022000,gcs2,3
20181103093000,gcs6,3
20181102134000,KVMHost01,1
20181102125000,KVMHost02,4
20181103012000,DB-01,1
20181103062000,KVMHost01,1
20181103081000,tsdn-svr1,184
20181102101000,DB-01,1
20181102092000,gcs2,3
20181102190000,hadoop03,6
20181102164000,hadoop02,1
20181103055000,tsdn-svr1,224
20181102113000,platform2,1389
20181102115000,gcs7,105
20181103071000,hadoop04,1
20181103072000,ans41,46
20181102135000,gcs6,3
20181103051000,gcs4,3
20181103051000,tsdn-svr1,70
20181102235000,ans41,47
20181103010000,gcs4,29
20181102124000,hadoop03,1
20181102183000,ans41,46
20181103090000,ans41,57
20181102204000,hadoop03,1
20181103024000,gcs2,3
20181103024000,dn02,1
20181102082000,gcs2,3
20181103062000,DB-01,1
20181102195000,hadoop04,1
20181103021000,tsdn-db,158
20181103042000,dn03,1
20181102144000,KVMHost02,8
20181102122000,platform2,1419
20181102130000,dn02,6
20181103053000,dn03,1
20181103054000,hadoop03,1
20181102202000,KVMHost02,8
20181102203000,gcs5,3
20181102152000,dn02,1
20181102154000,gcs1,4325
20181102230000,dn03,6
20181102221000,gcs7,105
20181103002000,gcs5,3
20181103004000,gcs1,4325
20181103005000,hadoop04,1
20181103064000,platform2,1418
20181103065000,gcs7,105
20181103070000,DB-01,6
20181102170000,ans41,57
20181103032000,ans41,46
20181102080000,KVMHost01,5
20181102081000,platform2,1417
20181102083000,dn03,1
20181103070000,ans41,57
20181103072000,dn02,1
20181103052000,tsdn-db,160
20181102214000,ans41,46
20181102133000,gcs4,3
20181102133000,gcs2,3
20181102114000,tsdn-svr1,112
20181102091000,dn02,1
20181102094000,gcs5,3
20181103044000,gcs5,3
20181102165000,KVMHost02,4
20181102174000,hadoop03,1
20181102180000,hadoop04,6
20181102202000,hadoop01,1
20181103000000,dn03,9
20181103003000,gcs3,3
20181103003000,DB-01,1
20181102193000,gcs5,3
20181102112000,gcs1,4292
20181103080000,platform2,1442
20181103055000,KVMHost01,1
20181102150000,gcs5,24
20181102150000,ans41,57
20181103092000,hadoop01,1
20181103093000,KVMHost02,4
20181102143000,tsdn-db,482
20181103082000,gcs3,3
20181102104000,gcs6,3
20181103044000,KVMHost02,8
20181102201000,gcs5,3
20181102201000,gcs3,3
20181102164000,gcs7,105
20181102164000,DB-01,1
20181102170000,KVMHost02,16
20181102225000,hadoop02,1
20181103001000,KVMHost02,4
20181102192000,gcs6,3
20181102090000,gcs6,27
20181102181000,hadoop04,1
20181102185000,hadoop02,1
20181102094000,DB-01,1
20181103071000,gcs5,3
20181103080000,gcs1,4399
20181103021000,gcs2,3
20181103015000,KVMHost02,4
20181102115000,gcs6,3
20181102120000,hadoop04,6
20181102170000,gcs1,4366
20181102174000,ans41,46
20181103091000,tsdn-db,162
20181102195000,ans41,46
20181102205000,hadoop01,1
20181102140000,dn02,6
20181102141000,KVMHost02,4
20181102193000,KVMHost02,4
20181102215000,tsdn-db,149
20181103003000,tsdn-db,162
20181102080000,tsdn-db,142
20181102081000,dn03,1
20181102131000,tsdn-db,146
20181103082000,ans41,46
20181103083000,tsdn-svr1,249
20181102101000,hadoop01,1
20181102093000,hadoop02,1
20181102151000,gcs3,3
20181103001000,dn02,1
20181103002000,gcs7,105
20181103002000,DB-01,1
20181103091000,hadoop04,1
20181103092000,hadoop04,1
20181103020000,tsdn-svr1,215
20181103081000,gcs2,3
20181102083000,hadoop02,1
20181102090000,hadoop02,6
20181102112000,hadoop03,1
20181102093000,gcs6,3
20181102102000,dn02,1
20181102212000,hadoop01,1
20181102230000,hadoop01,6
20181102233000,tsdn-svr1,145
20181102173000,KVMHost02,4
20181102194000,hadoop03,1
20181102121000,gcs2,3
20181103054000,KVMHost01,1
20181103081000,DB-01,1
20181102184000,DB-01,1
20181102132000,hadoop03,1
20181103043000,KVMHost02,4
20181102171000,KVMHost02,4
20181102172000,DB-01,1
20181102180000,tsdn-svr1,133
20181103061000,gcs1,4291
20181103070000,gcs1,4366
20181102083000,KVMHost01,1
20181102202000,gcs6,3
20181102205000,KVMHost01,1
20181102233000,gcs1,4325
20181102214000,hadoop04,1
20181102165000,hadoop01,1
20181102100000,dn03,6
20181102151000,ans41,46
20181102154000,gcs7,105
20181102154000,hadoop04,1
20181103074000,KVMHost01,1
20181103075000,DB-01,1
20181103075000,gcs4,3
20181102113000,tsdn-svr1,135
20181102213000,ans41,46
20181102160000,gcs3,27
20181102195000,KVMHost02,4
20181102154000,hadoop02,1
20181103030000,gcs2,30
20181103033000,dn02,1
20181103034000,hadoop04,1
20181103052000,gcs1,4292
20181103043000,gcs3,3
20181103025000,dn02,1
20181102232000,dn02,1
20181102234000,gcs3,3
20181103085000,dn02,1
20181102134000,hadoop04,1
20181102213000,hadoop04,1
20181103064000,hadoop02,1
20181103014000,hadoop01,1
20181103042000,hadoop03,1
20181102114000,DB-01,1
20181103042000,hadoop04,1
20181103022000,tsdn-db,161
20181102132000,ans41,46
20181102191000,gcs7,105
20181102192000,hadoop03,1
20181102200000,platform2,1412
20181103060000,tsdn-svr1,148
20181102092000,dn03,1
20181102105000,gcs6,3
20181102173000,gcs6,3
20181103054000,gcs6,3
20181103081000,dn02,1
20181102152000,dn03,1
20181102153000,hadoop01,1
20181103073000,tsdn-svr1,82
20181102115000,DB-01,1
20181102230000,gcs2,27
20181102234000,gcs7,105
20181102171000,KVMHost01,1
20181102193000,gcs1,4312
20181103025000,gcs6,3
20181102160000,gcs6,27
20181102164000,gcs6,3
20181103005000,hadoop01,1
20181103062000,tsdn-svr1,156
20181103062000,hadoop03,1
20181103065000,gcs2,3
20181102121000,KVMHost01,1
20181102122000,tsdn-svr1,250
20181102122000,KVMHost01,1
20181102083000,gcs4,3
20181103010000,hadoop03,9
20181103015000,hadoop01,1
20181102192000,ans41,46
20181102195000,dn03,1
20181102121000,gcs6,3
20181102123000,hadoop01,1
20181102125000,KVMHost01,1
20181103080000,tsdn-svr1,86
20181102101000,gcs1,4331
20181102110000,dn03,6
20181103093000,gcs3,3
20181102140000,DB-01,6
20181102142000,gcs1,4292
20181103055000,hadoop04,1
20181102221000,gcs1,4326
20181102161000,hadoop04,1
20181102162000,gcs7,105
20181102213000,KVMHost02,4
20181102214000,tsdn-db,143
20181102144000,DB-01,1
20181102145000,gcs1,4325
20181102174000,gcs3,3
20181102180000,platform2,1437
20181102103000,hadoop02,1
20181103002000,KVMHost02,8
20181103004000,gcs5,3
20181103083000,gcs2,3
20181102190000,dn02,6
20181102191000,platform2,1443
20181102205000,gcs6,3
20181103030000,platform2,1413
20181103073000,platform2,1418
20181103041000,hadoop02,1
20181102083000,gcs6,3
20181102202000,tsdn-db,149
20181102151000,platform2,1417
20181102225000,gcs5,3
20181102140000,gcs6,27
20181102234000,platform2,1418
20181102235000,hadoop04,2
20181103070000,KVMHost01,6
20181103000000,KVMHost02,18
20181102122000,DB-01,1
20181102125000,gcs5,3
20181102181000,hadoop01,1
20181102172000,KVMHost01,1
20181103082000,DB-01,1
20181102210000,KVMHost01,6
20181103090000,gcs3,27
20181102162000,KVMHost01,1
20181102163000,gcs4,3
20181103004000,hadoop03,1
20181103010000,platform2,1509
20181103010000,dn03,9
20181103060000,KVMHost01,6
20181103062000,gcs6,3
20181103020000,hadoop03,9
20181102234000,tsdn-svr1,294
20181102190000,ans41,57
20181102200000,hadoop02,6
20181102142000,gcs4,3
20181102102000,gcs3,3
20181102102000,gcs5,3
20181102104000,gcs2,3
20181103054000,hadoop04,1
20181103030000,hadoop03,9
20181103031000,dn02,18
20181103040000,gcs5,24
20181102155000,dn03,1
20181102111000,hadoop04,1
20181102115000,dn03,1
20181103041000,hadoop01,1
20181103043000,tsdn-db,160
20181103022000,gcs1,4325
20181102132000,tsdn-db,235
20181102134000,gcs4,3
20181102155000,gcs7,105
20181103030000,dn03,9
20181102222000,ans41,46
20181103062000,tsdn-db,157
20181103014000,gcs5,3
20181103015000,tsdn-svr1,335
20181103072000,gcs6,3
20181103084000,gcs2,3
20181102210000,gcs7,135
20181103041000,gcs2,3
20181102165000,DB-01,1
20181102232000,hadoop03,1
20181102102000,tsdn-svr1,156
20181103040000,gcs2,27
20181103040000,gcs4,27
20181102153000,gcs2,3
20181102191000,gcs5,3
20181102192000,DB-01,1
20181103065000,platform2,1417
20181102230000,gcs7,135
20181102142000,gcs6,3
20181102090000,ans41,57
20181102172000,hadoop04,1
20181103024000,hadoop04,1
20181103024000,KVMHost02,8
20181102131000,gcs4,3
20181102135000,hadoop03,1
20181102231000,hadoop02,1
20181102232000,gcs2,3
20181102232000,DB-01,1
20181103044000,gcs2,3
20181102183000,gcs2,3
20181102123000,gcs1,4292
20181103002000,dn02,1
20181102213000,gcs4,3
20181102150000,gcs4,27
20181102152000,platform2,1418
20181103050000,hadoop04,6
20181103051000,DB-01,1
20181102163000,hadoop03,1
20181103072000,hadoop02,2
20181103004000,DB-01,1
20181102200000,KVMHost01,6
20181102123000,hadoop04,1
20181102130000,KVMHost02,16
20181103015000,gcs1,4327
20181103015000,hadoop02,1
20181103063000,hadoop01,1
20181102202000,tsdn-svr1,296
20181102163000,KVMHost01,1
20181102211000,hadoop01,1
20181102214000,DB-01,1
20181102215000,gcs5,3
20181103073000,DB-01,1
20181103084000,gcs6,3
20181102185000,dn03,1
20181102092000,gcs1,4292
20181102131000,gcs7,105
20181102133000,gcs7,105
20181102205000,gcs3,3
20181102223000,KVMHost01,1
20181102145000,dn03,1
20181102120000,ans41,57
20181102122000,dn03,1
20181102095000,gcs2,3
20181103071000,KVMHost02,4
20181102110000,dn02,6
20181103083000,tsdn-db,160
20181103085000,KVMHost02,4
20181102212000,gcs2,3
20181102212000,hadoop04,1
20181102214000,gcs4,3
20181102100000,ans41,57
20181102102000,gcs4,3
20181103093000,tsdn-db,160
20181102200000,gcs3,27
20181103011000,hadoop01,1
20181102164000,hadoop04,1
20181102165000,hadoop04,1
20181102193000,dn02,1
20181103063000,gcs7,105
20181103000000,gcs2,29
20181103001000,hadoop04,1
20181103002000,hadoop04,1
20181102084000,hadoop01,1
20181102084000,gcs2,3
20181102124000,platform2,1417
20181102184000,platform2,1417
20181103032000,gcs6,3
20181103051000,ans41,46
20181103055000,DB-01,1
20181103080000,gcs2,27
20181102230000,hadoop03,6
20181102233000,gcs7,105
20181103032000,gcs2,3
20181103002000,gcs6,3
20181102215000,ans41,46
20181102124000,gcs2,3
20181103015000,hadoop03,1
20181102174000,gcs4,3
20181102133000,hadoop02,1
20181103044000,dn02,1
20181103045000,ans41,46
20181103050000,DB-01,6
20181103021000,gcs3,3
20181103023000,gcs4,3
20181103072000,gcs4,3
20181103074000,hadoop01,1
20181103075000,gcs5,3
20181103052000,hadoop04,1
20181102224000,ans41,46
20181102230000,gcs4,27
20181103011000,platform2,1487
20181103012000,hadoop02,1
20181103082000,tsdn-svr1,189
20181103083000,hadoop04,1
20181103073000,gcs7,105
20181102104000,gcs7,105
20181102113000,gcs4,3
20181102193000,ans41,46
20181103001000,gcs4,3
20181103004000,tsdn-db,157
20181103030000,gcs3,30
20181102151000,gcs2,3
20181103034000,platform2,1418
20181102163000,tsdn-svr1,263
20181102094000,hadoop01,1
20181102094000,KVMHost01,1
20181102120000,KVMHost01,6
20181103074000,platform2,1388
20181102142000,KVMHost02,8
20181102142000,hadoop04,1
20181102203000,platform2,1388
20181103042000,gcs6,3
20181102151000,hadoop01,1
20181102153000,gcs5,3
20181102154000,KVMHost01,1
20181103064000,gcs2,3
20181103015000,dn03,1
20181102164000,gcs3,3
20181103092000,gcs3,3
20181102173000,tsdn-svr1,117
20181102123000,ans41,47
20181102233000,DB-01,1
20181102234000,DB-01,1
20181103084000,hadoop04,1
20181103085000,ans41,46
20181103005000,tsdn-svr1,105
20181103034000,gcs5,3
20181102203000,dn02,1
20181102172000,gcs3,3
20181102173000,dn03,1
20181102175000,DB-01,1
20181102195000,gcs2,3
20181102145000,KVMHost01,1
20181103092000,gcs6,3
20181102162000,KVMHost02,8
20181103022000,dn03,1
20181103024000,dn03,1
